棋	(棊|碁|棋)
棐	(榧|棐)
棑	(篺|棑)
棕	(㯶|椶|棕)
棖	(枨|棖)
棗	(枣|棗)
棟	(栋|棟)
棡	(㭎|棡)
棥	(樊|棥)
棧	(栈|桟|棧)
棰	(槌|棰|椎)
棱	(楞|稜|棱|稜)
棲	(栖|棲)
棳	(梲|棁|棳)
棶	(梾|棶)
棹	(卓|掉|桌|櫂|棹)
椀	(盌|碗|椀)
椁	(槨|椁)
椎	(槌|棰|椎)
椏	(桠|椏)
椒	(茭|椒)
椘	(楚|椘)
検	(檢|检|検)
椝	(槼|椝)
椟	(櫝|匵|椟)
椠	(槧|椠)
椢	(槶|椢)
椤	(欏|椤)
椫	(樿|椫)
椭	(橢|椭|楕)
椰	(㭨|椰)
椲	(㭏|椲)
椶	(棕|㯶|椶)
椹	(葚|椹)
楂	(揸|查|槎|摣|楂|査)
楊	(杨|楊)
楓	(枫|楓)
楕	(橢|椭|楕)
楙	(茂|楙)
楚	(椘|楚)
楜	(胡|楜|糊|葫|蝴|衚|鬍)
楞	(棱|稜|楞|稜)
楠	(枏|枬|楠)
楡	(榆|楡)
楥	(楦|楥)
楦	(楥|楦)
楨	(桢|楨)
楫	(檝|艥|楫)
業	(业|業)
楳	(梅|楳)
極	(极|極)
楼	(樓|楼|樓)
楽	(樂|乐|楽|樂|樂|樂)
概	(槩|槪|㮣|概)
榄	(欖|榄)
榅	(榲|榅)
榆	(楡|榆)
榇	(櫬|榇)
榈	(櫚|榈)
榉	(櫸|榉)
榎	(檟|斝|榎|槚|斚)
榘	(矩|榘)
榛	(亲|榛|親)
榢	(架|榢)
榦	(乾|亁|干|榦|幹)
榧	(棐|榧)
榨	(酢|醡|榨|醋|詐|诈)
榪	(杩|榪)
榮	(栄|荣|榮)
榲	(榅|榲)
榴	(橊|榴)
榿	(桤|榿)
槀	(稿|槀|稾)
槅	(核|槅|覈)
槇	(槙|槇)
槊	(鎙|槊)
構	(搆|构|構)
槌	(棰|椎|槌)
槍	(枪|槍)
槎	(楂|揸|查|槎|摣|査)
槓	(杠|篢|槓)
槖	(橐|槖)
様	(樣|样|様)
槙	(槇|槙)
槚	(檟|斝|榎|槚|斚)
槛	(檻|槛)
槜	(檇|槜)
槟	(檳|㯽|梹|槟)
槠	(櫧|槠)
槤	(梿|槤)
槧	(椠|槧)
槨	(椁|槨)
槩	(㮣|概|槩|槪)
槪	(㮣|概|槩|槪)
槳	(桨|槳)
槶	(椢|槶)
槹	(𣓌|槹)
槻	(規|槻|规)
槼	(椝|槼)
樁	(桩|樁)
樂	(乐|楽|樂|樂|樂|樂)
樅	(枞|樅)
樊	(棥|樊)
樐	(㯭|櫓|艪|樐|橹|舮|舻|艣|艫|櫓)
樑	(梁|樑|梁)
樓	(楼|樓|樓)
標	(标|標|檁|檩)
樚	(轆|樚|辘)
樞	(枢|樞)
樢	(㭤|樢)
樣	(样|様|樣)
権	(權|权|権)
横	(橫|横)
樫	(㭴|樫)
樯	(檣|樯|艢)
樱	(櫻|桜|樱)
樳	(桪|樳)
樷	(叢|丛|樷)
樸	(朴|樸)
樹	(树|樹)
樺	(桦|樺)
樻	(匱|櫃|匮|樻|鐀|饋|柜|餽|馈)
樽	(墫|罇|樽|節|卩|节|㔾|部)
樿	(椫|樿)
橆	(無|无|橆)
橇	(鞒|鞽|橇)
橈	(桡|橈)
橊	(榴|橊)
橋	(桥|橋)
橐	(槖|橐)
橓	(蕣|橓)
橛	(橜|橛)
橜	(橛|橜)
機	(机|機)
橢	(椭|楕|橢)
橥	(櫫|橥)
橦	(幢|橦)
橫	(横|橫)
橱	(櫥|橱|櫉)
橹	(櫓|㯭|樐|橹|舮|舻|艣|艪|艫|櫓)
橼	(櫞|橼)
檁	(标|檩|標|檁)
檇	(槜|檇)
檉	(柳|柽|檉|柳)
檐	(簷|檐)
檔	(档|欓|檔|𣗋)
檘	(蘗|檘|蘖|櫱)
檛	(簻|檛)
檜	(栝|桧|檜)
檝	(楫|艥|檝)
檟	(斝|榎|槚|斚|檟)
檠	(𢐧|檠)
檢	(检|検|檢)
檣	(樯|艢|檣)
檩	(檁|标|檩|標)
檭	(𣘴|檭)
檮	(梼|檮)
檯	(儓|台|枱|檯|臺|颱)
檳	(㯽|梹|槟|檳)
檴	(穫|檴|获|獲)
檸	(柠|檸)
檻	(槛|檻)
檼	(櫽|檼)
檾	(䔛|檾)
櫂	(掉|棹|櫂|卓|桌)
櫃	(匱|柜|樻|鐀|饋|匮|櫃|餽|馈)
櫈	(凳|櫈)
櫉	(櫥|橱|櫉)
櫌	(耰|櫌)
櫓	(㯭|樐|橹|舮|舻|艣|艪|艫|櫓|櫓)
櫚	(榈|櫚)
櫛	(栉|櫛)
櫝	(匵|椟|櫝)
櫞	(橼|櫞)
櫟	(栎|櫟)
櫥	(橱|櫉|櫥)
櫧	(槠|櫧)
櫨	(栌|櫨)
櫪	(枥|櫪)
櫫	(橥|櫫)
櫬	(榇|櫬)
櫱	(蘖|櫱|蘗|檘)
櫳	(㰍|栊|櫳)
櫸	(榉|櫸)
櫺	(欞|棂|櫺)
櫻	(桜|樱|櫻)
櫽	(檼|櫽)
櫾	(柚|櫾)
欄	(栏|欄|欄)
權	(权|権|權)
欍	(𣐤|欍)
欏	(椤|欏)
欒	(栾|灤|欒|滦)
欓	(檔|𣗋|档|欓)
欖	(榄|欖)
欝	(鬱|欝|郁|鬰|喐)
欞	(棂|櫺|欞)
欠	(歉|缺|欠)
欢	(懽|歡|欢|歓|讙|驩)
欣	(忻|欣)
欤	(歟|欤)
欧	(歐|欧)
欬	(咳|欬)
欲	(慾|欲)
欵	(款|欵)
欶	(𠲿|欶)
欸	(唉|欸|誒|诶)
欹	(猗|欹)
欼	(啜|歠|欼|諁)
欽	(钦|欽)
款	(欵|款)
歉	(欠|歉|缺)
歌	(謌|歌)
歎	(嘆|叹|歎)
歐	(欧|歐)
歓	(歡|懽|欢|歓|讙|驩)
歕	(呠|噴|歕|喷)
歗	(嘯|啸|嘨|歗)
歛	(斂|敛|歛)
歟	(欤|歟)
歠	(啜|欼|歠|諁)
歡	(懽|欢|歓|讙|驩|歡)
止	(只|子|止|祇|祗|隻)
步	(歩|步)
歧	(岐|歧)
歩	(步|歩)
歯	(齒|歯|齿)
歱	(踵|歱)
歲	(亗|岁|嵗|歳|𡻕|歲)
歳	(歲|亗|岁|嵗|歳|𡻕)
歴	(曆|歷|历|厤|暦|歴|曆|歷|厲|厉)
歷	(历|曆|歴|歷|厲|歷|厤|暦|曆|厉)
歸	(帰|归|皈|歸)
歹	(歺|𣦵|𣦶|歹)
歺	(歹|歺|𣦵|𣦶)
歼	(殲|歼|殱)
歿	(殁|歿)
殀	(夭|殀)
殁	(歿|殁)
殃	(䄃|殃)
殇	(殤|殇)
殉	(侚|狥|殉)
残	(殘|残)
殍	(莩|殍)
殒	(殞|隕|殒|磒|陨)
殓	(殮|殓|殮)
殘	(残|殘)
殚	(殫|殚)
殞	(殒|隕|殞|磒|陨)
殡	(殯|殡)
殤	(殇|殤)
殨	(㱮|殨)
殫	(殚|殫)
殮	(殓|殮|殮)
殯	(殡|殯)
殰	(㱩|𦢌|殰)
殱	(殲|歼|殱)
殲	(歼|殱|殲)
殳	(杸|殳)
殴	(毆|殴)
殺	(杀|殺|殺)
殻	(壳|殼|㱿|殻)
殼	(㱿|壳|殻|殼)
殽	(淆|殽)
毀	(毁|毀)
毁	(毀|毁)
毂	(轂|毂|軲|轱)
毆	(殴|毆)
毎	(每|毎)
每	(毎|每)
毓	(育|毓)
毕	(畢|毕)
毗	(毘|毗)
毘	(毗|毘)
毙	(斃|毙)
毡	(氈|毡|氊)
毧	(㲓|毧)
毬	(球|毬)
毵	(毿|毵)
毿	(毵|毿)
氂	(牦|犛|氂|髦)
氅	(鷩|氅)
氇	(氌|氇)
氈	(毡|氊|氈)
氊	(氈|毡|氊)
氌	(氇|氌)
氓	(甿|氓)
气	(氣|气|気|炁)
気	(氣|气|気|炁)
氜	(阳|陽|氜|昜)
氢	(氫|氢)
氣	(气|気|炁|氣)
氤	(絪|氤)
氩	(氬|氩)
氫	(氢|氫)
氬	(氩|氬)
氯	(綠|氯|緑|绿|綠)
氲	(氳|氲)
氳	(氲|氳)
水	(氵|水)
氵	(水|氵)
氷	(冫|冰|氷)
氼	(溺|尿|氼|溺|氽|脲|尿)
氽	(尿|氽|溺|脲|尿|氼|溺)
氾	(泛|氾|汎)
汇	(匯|彙|汇|滙|彚)
汉	(漢|汉)
汎	(泛|氾|汎)
汙	(汚|污|洿|汙)
汚	(汙|洿|汚|污)
污	(汙|汚|污|洿)
汤	(湯|汤)
汨	(汩|汨)
汩	(汨|汩)
汫	(阱|汫|穽)
汹	(洶|汹)
決	(决|決)
沅	(源|厵|沅)
沈	(沉|瀋|沈|沈)
沉	(沈|瀋|沉|沈)
沍	(冱|沍|沪|滬)
沒	(没|沒)
沖	(冲|盅|沖|衝|𧘂)
沟	(溝|沟)
没	(沒|没)
沢	(澤|沢|泽)
沣	(灃|沣)
沤	(漚|沤)
沥	(瀝|沥)
沦	(淪|沦|淪)
沧	(滄|沧)
沨	(渢|沨)
沩	(溈|沩|潙)
沪	(冱|滬|沍|沪)
沱	(沲|沱)
沲	(沱|沲)
沵	(濔|沵)
沸	(㵒|沸)
況	(况|湟|況)
泄	(洩|渫|泄)
泉	(洤|泉)
泊	(泺|濼|泊)
泌	(泌|泌)
泖	(茅|泖|茆)
泙	(洴|泙)
泛	(氾|汎|泛)
泝	(溯|遡|㴑|泝)
泞	(濘|泞)
泡	(箔|泡)
泥	(坭|泥|泥)
注	(註|注)
泪	(淚|泪|涙|淚)
泶	(澩|泶)
泷	(瀧|泷)
泸	(瀘|泸)
泺	(泊|濼|泺)
泻	(瀉|泻)
泼	(潑|泼|溌)
泽	(澤|沢|泽)
泾	(涇|泾)
洁	(潔|洁)
洌	(冽|洌)
洒	(灑|洒)
洚	(洪|洚)
洛	(洛|洛)
洞	(峒|洞|洞)
洟	(涕|䶏|洟)
洤	(泉|洤)
洩	(泄|渫|洩)
洪	(洚|洪)
洴	(泙|洴)
洶	(汹|洶)
洼	(窪|洼)
洿	(汙|汚|污|洿)
流	(流|流)
浃	(浹|浃)
浄	(淨|净|凈|浄)
浅	(淺|浅)
浆	(漿|浆|𤕯)
浇	(澆|浇)
浈	(湞|浈)
浉	(溮|浉)
浊	(濁|浊)
测	(測|测)
浍	(澮|浍)
济	(濟|济|済)
浏	(瀏|嚠|浏)
浐	(滻|浐)
浑	(渾|浑)
浒	(滸|浒)
浓	(濃|浓)
浔	(潯|浔)
浕	(濜|浕)
浚	(濬|浚)
浜	(濱|浜|滨|濵|瀕|濒)
浣	(澣|浣)
浩	(澔|浩)
浪	(浪|浪)
浹	(浃|浹)
浼	(凂|潣|浼)
涂	(塗|凃|涂)
涅	(湼|涅)
涇	(泾|涇)
涉	(渉|涉)
涌	(湧|涌)
涎	(㳄|涎)
涕	(䶏|洟|涕)
涖	(莅|蒞|涖|𦲷)
涗	(涚|涗)
涙	(淚|泪|涙|淚)
涚	(涗|涚)
涛	(濤|涛)
涜	(瀆|涜|渎)
涝	(澇|涝|潦)
涞	(淶|涞)
涟	(漣|涟|漣)
涠	(潿|涠)
涡	(渦|涡)
涢	(溳|涢)
涣	(渙|涣)
涤	(滌|涤)
润	(潤|润)
涧	(澗|涧|磵)
涨	(漲|涨)
涩	(澀|涩|渋|澁|濇|瀒)
涶	(唾|涶)
涸	(凅|涸)
涼	(凉|鿌|凉|涼)
淀	(澱|淀)
淆	(殽|淆)
淋	(淋|淋)
淒	(凄|悽|淒)
淚	(泪|涙|淚|淚)
淜	(漰|淜)
淡	(澹|淡)
淥	(渌|淥)
淨	(净|凈|浄|淨)
淪	(沦|淪|淪)
淫	(婬|淫)
淳	(湻|淳)
淵	(渊|渕|淵)
淶	(涞|淶)
淸	(清|淸)
淹	(渰|淹)
淺	(浅|淺)
清	(淸|清)
渇	(渴|渇)
済	(濟|济|済)
渉	(涉|渉)
渊	(淵|渊|渕)
渋	(澀|涩|渋|澁|濇|瀒)
渌	(淥|渌)
渍	(漬|渍)
渎	(瀆|涜|渎)
渐	(漸|渐)
渑	(澠|渑)
渓	(溪|渓)
渔	(漁|䱷|渔|䲣)
渕	(淵|渊|渕)
渗	(滲|渗)
渙	(涣|渙)
渚	(陼|渚)
減	(减|減)
渢	(沨|渢)
渦	(涡|渦)
渨	(偎|隈|渨)
温	(溫|温)
渫	(泄|洩|渫)
測	(测|測)
渰	(淹|渰)
渴	(渇|渴)
游	(逰|遊|游)
渹	(訇|𢕐|𥔀|渹)
渾	(浑|渾)
湊	(凑|湊)
湏	(須|湏|须|鬚)
湑	(醑|湑)
湞	(浈|湞)
湟	(況|况|湟)
湧	(涌|湧)
湯	(汤|湯)
湻	(淳|湻)
湼	(涅|湼)
湾	(灣|湾)
湿	(溼|濕|湿)
満	(滿|満|满)
溁	(濚|溁)
溃	(潰|溃)
溅	(濺|溅)
溆	(漵|溆)
溇	(漊|溇)
溈	(沩|潙|溈)
溉	(摡|漑|溉)
溌	(潑|泼|溌)
源	(厵|沅|源)
準	(准|凖|準)
溜	(澑|溜|溜)
溝	(沟|溝)
溪	(渓|溪)
溫	(温|溫)
溮	(浉|溮)
溯	(㴑|泝|遡|溯)
溳	(涢|溳)
溺	(尿|氼|溺|氽|溺|脲|尿)
溻	(褟|溻)
溼	(湿|濕|溼)
溽	(縟|溽|缛)
滄	(沧|滄)
滅	(灭|烕|滅)
滌	(涤|滌)
滎	(荥|滎)
滑	(磆|滑|滑)
滗	(潷|滗)
滙	(匯|汇|滙|彙|彚)
滚	(滾|滚|菌|蕈)
滞	(滯|滞)
滟	(灔|灧|滟|灎|灩)
滠	(灄|滠)
满	(滿|満|满)
滢	(瀅|滢)
滤	(濾|滤|濾)
滥	(濫|滥|濫)
滦	(灤|欒|滦|栾)
滨	(濱|浜|滨|濵|瀕|濒)
滩	(灘|滩|潬)
滪	(澦|滪)
滬	(沪|冱|滬|沍)
滯	(滞|滯)
滲	(渗|滲)
滸	(浒|滸)
滺	(悠|滺)
滻	(浐|滻)
滾	(滚|菌|滾|蕈)
滿	(満|满|滿)
漁	(䱷|渔|䲣|漁)
漆	(㯃|柒|桼|漆|七)
漇	(𢳜|漇)
漊	(溇|漊)
漎	(潨|漎|潀)
漏	(漏|漏)
漑	(溉|摡|漑)
漓	(灕|漓)
漚	(沤|漚)
漢	(汉|漢)
漣	(涟|漣|漣)
漤	(灠|漤)
漫	(澷|漫)
漬	(渍|漬)
漰	(淜|漰)
漱	(潄|漱)
漲	(涨|漲)
漵	(溆|漵)
漸	(渐|漸)
漾	(瀁|漾)
漿	(浆|𤕯|漿)
潀	(潨|漎|潀)
潁	(颍|潁)
潄	(漱|潄)
潅	(灌|潅)
潆	(瀠|潆)
潇	(瀟|潇)
潋	(瀲|潋)
潍	(濰|潍)
潑	(泼|溌|潑)
潔	(洁|潔)
潙	(溈|沩|潙)
潛	(潜|濳|潛)
潜	(潛|潜|濳)
潝	(㴔|潝)
潟	(澙|潟)
潣	(浼|凂|潣)
潤	(润|潤)
潦	(澇|涝|潦)
潨	(漎|潀|潨)
潬	(灘|滩|潬)
潯	(浔|潯)
潰	(溃|潰)
潴	(瀦|潴)
潷	(滗|潷)
潸	(𣽽|潸)
潿	(涠|潿)
澀	(涩|渋|澁|濇|瀒|澀)
澁	(澀|濇|涩|渋|澁|瀒)
澂	(澄|澂)
澄	(澂|澄)
澅	(𣶩|澅)
澆	(浇|澆)
澇	(涝|潦|澇)
澈	(徹|彻|澈)
澑	(溜|澑|溜)
澔	(浩|澔)
澗	(涧|磵|澗)
澙	(潟|澙)
澛	(瀂|澛)
澜	(瀾|澜)
澠	(渑|澠)
澣	(浣|澣)
澤	(沢|泽|澤)
澦	(滪|澦)
澩	(泶|澩)
澮	(浍|澮)
澱	(淀|澱)
澳	(襖|𥜌|澳|袄)
澷	(漫|澷)
澹	(淡|澹)
澾	(㳠|澾)
濁	(浊|濁)
濃	(浓|濃)
濄	(㳡|濄)
濆	(𣸣|濆)
濇	(澀|澁|瀒|涩|渋|濇)
濑	(瀨|濑|瀬)
濒	(瀕|濒|濱|濵|浜|滨)
濔	(沵|濔)
濕	(湿|溼|濕)
濘	(泞|濘)
濚	(溁|濚)
濛	(霥|靀|濛)
濜	(浕|濜)
濟	(济|済|濟)
濤	(涛|濤)
濧	(㳔|濧)
濫	(滥|濫|濫)
濬	(浚|濬)
濰	(潍|濰)
濱	(浜|滨|濵|瀕|濱|濒)
濳	(潛|潜|濳)
濵	(濱|瀕|浜|滨|濵|濒)
濶	(闊|濶|阔)
濺	(溅|濺)
濼	(泊|泺|濼)
濾	(滤|濾|濾)
濿	(砅|濿)
瀁	(漾|瀁)
瀂	(澛|瀂)
瀃	(𣽷|瀃)
瀅	(滢|瀅)
瀆	(涜|渎|瀆)
瀇	(㲿|瀇)
瀉	(泻|瀉)
瀋	(沈|沉|沈|瀋)
瀏	(嚠|浏|瀏)
瀒	(澀|濇|涩|渋|澁|瀒)
瀕	(濒|濱|濵|瀕|浜|滨)
瀘	(泸|瀘)
瀝	(沥|瀝)
瀟	(潇|瀟)
瀠	(潆|瀠)
瀦	(潴|瀦)
瀧	(泷|瀧)
瀨	(濑|瀬|瀨)
瀬	(瀨|濑|瀬)
瀰	(㳽|彌|瀰|弥)
瀲	(潋|瀲)
瀾	(澜|瀾)
灃	(沣|灃)
灄	(滠|灄)
灌	(潅|灌)
灎	(灔|滟|灎|灧|灩)
灏	(灝|灏)
灑	(洒|灑)
灔	(滟|灎|灧|灩|灔)
灕	(漓|灕)
灘	(滩|潬|灘)
灙	(𣺼|灙)
灝	(灏|灝)
灠	(漤|灠)
灡	(㳕|灡)
灣	(湾|灣)
灤	(欒|滦|栾|灤)
灧	(滟|灔|灧|灎|灩)
灩	(灔|滟|灎|灧|灩)
火	(灬|火)
灬	(火|灬)
灭	(滅|灭|烕)
灮	(光|灮)
灯	(燈|灯)
灰	(灰|灰)
灴	(烘|灴)
灵	(靈|灵|霊|靈)
灶	(竃|竈|灶)
災	(灾|烖|菑|災|甾)
灾	(災|烖|菑|灾|甾)
灿	(燦|灿)
炀	(煬|炀|烊)
炁	(氣|气|気|炁)
炅	(耿|炅|炔)
炉	(爐|炉|爐)
炔	(耿|炅|炔)
炙	(炙|炙)
炜	(煒|炜)
炝	(熗|炝)
炤	(照|炤)
炫	(衒|炫)
炮	(炰|砲|礮|炮|礟)
炯	(烱|炯)
炰	(炮|炰|砲|礮|礟)
炸	(煠|炸)
点	(點|奌|点)
為	(为|爲|為)
炼	(煉|炼|錬|煉)
炽	(熾|炽)
烁	(爍|烁)
烂	(爛|烂|燗|爛)
烃	(烴|烃)
烈	(烈|烈)
烉	(煥|烉|焕)
烊	(煬|炀|烊)
烏	(乌|烏)
烕	(滅|灭|烕)
烖	(災|灾|菑|烖|甾)
烘	(灴|烘)
烙	(烙|烙)
烛	(燭|烛)
烜	(晅|烜)
烝	(蒸|烝)
烟	(完|煙|菸|烟)
烦	(煩|烦)
烧	(燒|烧|焼|簫|箫|箾|簘)
烨	(燁|烨)
烩	(燴|烩)
烫	(燙|烫)
烬	(燼|烬)
热	(熱|热|𤍠)
烱	(炯|烱)
烴	(烃|烴)
焔	(焰|焔|燄)
焕	(煥|烉|焕)
焖	(燜|焖)
焘	(燾|焘)
無	(无|橆|無)
焦	(焳|焦)
焭	(煢|焭|茕)
焰	(焔|燄|焰)
焳	(焦|焳)
焼	(燒|烧|焼|簫|箫|箾|簘)
煅	(鍛|煅|锻)
煆	(鍜|煆)
煇	(輝|煇|辉)
煉	(炼|錬|煉|煉)
煑	(煮|煑)
煒	(炜|煒)
煕	(熙|煕|熈)
煖	(娠|暖|諼|㛛|煖|谖)
煙	(完|烟|菸|煙)
煠	(炸|煠)
煢	(焭|茕|煢)
煥	(烉|焕|煥)
照	(炤|照)
煩	(烦|煩)
煬	(炀|烊|煬)
煮	(煑|煮)
煱	(㶽|煱)
煳	(㷻|煳)
煴	(熅|煴)
煽	(扇|搧|煽)
熅	(煴|熅)
熇	(燺|熇)
熈	(熙|煕|熈)
熉	(𤈶|熉)
熌	(𤇄|熌)
熏	(燻|𤑕|熏|爋)
熒	(荧|熒)
熓	(𤆡|熓)
熔	(鎔|熔|镕)
熗	(炝|熗)
熙	(煕|熈|熙)
熡	(𤋏|熡)
熨	(㷉|尉|熨)
熱	(热|𤍠|熱)
熲	(颎|熲)
熹	(熺|熹)
熺	(熹|熺)
熾	(炽|熾)
燁	(烨|燁)
燄	(焰|焔|燄)
燈	(灯|燈)
燎	(燎|燎)
燐	(㷠|粦|燐|燐)
燒	(烧|焼|簫|燒|箫|箾|簘)
燕	(讌|醼|鷰|䜩|宴|燕)
燗	(爛|烂|燗|爛)
燙	(烫|燙)
燜	(焖|燜)
營	(営|营|營)
燣	(燷|燣)
燦	(灿|燦)
燭	(烛|燭)
燴	(烩|燴)
燶	(㶶|燶)
燷	(燣|燷)
燺	(熇|燺)
燻	(熏|燻|𤑕|爋)
燼	(烬|燼)
燾	(焘|燾)
燿	(曜|耀|燿)
爄	(𤇃|爄)
爋	(𤑕|熏|爋|燻)
爍	(烁|爍)
爐	(炉|爐|爐)
爛	(烂|燗|爛|爛)
爪	(㕚|爫|爪)
爫	(㕚|爪|爫)
爭	(争|爭)
爱	(愛|爱)
爲	(為|为|爲)
爷	(爺|爷)
爺	(爷|爺)
爼	(俎|爼)
爾	(尒|尓|尔|爾)
爿	(丬|𤕪|爿)
牀	(床|牀)
牄	(蹌|牄|跄)
牆	(墙|墻|廧|牆)
版	(板|版|闆)
牋	(箋|牋|笺)
牍	(牘|牍)
牕	(窓|窗|窻|䆫|牕)
牘	(牍|牘)
牛	(牜|牛)
牜	(牛|牜)
牟	(麰|牟)
牠	(他|它|她|牠|佗)
牢	(牢|牢)
牦	(氂|犛|牦|髦)
牴	(牴|羝|觝)
牵	(牽|牵)
牺	(犧|牺|犠)
牽	(牵|牽)
犁	(犂|犁)
犂	(犁|犂)
犄	(踦|犄)
犇	(奔|犇|逩)
犊	(犢|犊)
犖	(荦|犖)
犛	(氂|牦|髦|犛)
犠	(犧|牺|犠)
犢	(犊|犢)
犧	(牺|犠|犧)
犬	(犭|犬)
犭	(犬|犭)
犲	(豺|犲)
犴	(豻|犴)
状	(狀|状|狀)
犷	(獷|犷)
犸	(獁|犸)
犹	(猶|犹)
狀	(状|狀|狀)
狈	(狽|狈)
狝	(獮|狝)
狞	(獰|狞)
狢	(貉|狢)
狥	(侚|殉|狥)
独	(獨|独)
狭	(狹|狭|陜|陝|陕)
狮	(獅|狮)
狯	(獪|狯|猾)
狰	(猙|狰)
狱	(獄|狱)
狲	(猻|狲)
狵	(尨|狵|龍|竜|龒|龙|龍)
狷	(獧|狷)
狸	(貍|狸)
狹	(狭|陜|狹|陝|陕)
狻	(䝜|狻)
狼	(狼|狼)
狽	(狈|狽)
猃	(獫|猃|玁|𤞤)
猇	(唬|虓|猇|諕)
猋	(颮|飇|猋|飑)
猎	(獵|猎|猟|獵|𤢪)
猕	(獼|猕)
猗	(欹|猗)
猙	(狰|猙)
猟	(獵|猎|猟|獵|𤢪)
猡	(玀|猡)
猨	(猿|蝯|猨)
猪	(豬|猪|猪)
猫	(貓|猫)
猬	(蝟|猬)
献	(獻|献)
猶	(犹|猶)
猻	(狲|猻)
猾	(獪|狯|猾)
猿	(猨|蝯|猿)
獁	(犸|獁)
獃	(呆|獃|騃|𫘤)
獄	(狱|獄)
獅	(狮|獅)
獎	(奖|奬|獎|奨)
獐	(麞|獐)
獠	(䝤|獠)
獣	(獸|兽|獣)
獧	(狷|獧)
獨	(独|獨)
獪	(狯|猾|獪)
獫	(猃|玁|獫|𤞤)
獭	(獺|獭)
獮	(狝|獮)
獰	(狞|獰)
獱	(㺍|獱)
獲	(获|獲|穫|檴)
獵	(猎|猟|獵|𤢪|獵)
獷	(犷|獷)
獸	(兽|獣|獸)
獺	(獭|獺)
獻	(献|獻)
獼	(猕|獼)
獾	(貛|獾)
玀	(猡|玀)
玁	(獫|𤞤|猃|玁)
玄	(伭|玄)
玅	(妙|玅)
玆	(兹|茲|玆)
率	(率|率|率)
玑	(璣|玑)
玖	(九|玖)
玙	(璵|玙)
玚	(瑒|玚)
玛	(瑪|玛)
玟	(玫|珉|玟|䃉|砇)
玫	(玟|玫|珉|䃉|砇)
玮	(瑋|玮)
环	(環|环)
现	(現|现)
玱	(瑲|玱)
玲	(玲|玲)
玳	(瑇|玳)
玺	(璽|壐|玺)
珉	(䃉|玟|砇|珉|玫)
珍	(珎|珍)
珎	(珍|珎)
珐	(琺|珐)
珑	(瓏|珑)
珞	(珞|珞)
珪	(圭|珪)
珰	(璫|珰)
珲	(琿|珲)
珶	(瑅|珶)
珷	(碔|珷)
現	(现|現)
球	(毬|球)
琄	(鞙|琄)
琅	(瑯|琅)
理	(理|理)
琉	(瑠|璢|琉|琉)
琎	(璡|琎)
琏	(璉|琏|璉)
琐	(瑣|琐)
琱	(雕|㓮|凋|彫|琱|鵰)
琺	(珐|琺)
琼	(瓊|琼)
琿	(珲|琿)
瑅	(珶|瑅)
瑇	(玳|瑇)
瑋	(玮|瑋)
瑒	(玚|瑒)
瑙	(碯|瑙)
瑠	(琉|瑠|璢|琉)
瑣	(琐|瑣)
瑤	(瑶|瑤)
瑩	(莹|瑩|瑩)
瑪	(玛|瑪)
瑯	(琅|瑯)
瑲	(玱|瑲)
瑶	(瑤|瑶)
瑷	(璦|瑷)
瑸	(璸|瑸)
瑽	(𪻐|瑽)
璁	(𤧚|璁)
璃	(瓈|璃)
璇	(璿|璇)
璉	(琏|璉|璉)
璎	(瓔|璎)
璘	(璘|璘)
璡	(琎|璡)
璢	(琉|瑠|璢|琉)
璣	(玑|璣)
璦	(瑷|璦)
璫	(珰|璫)
璯	(㻅|璯)
環	(环|環)
璵	(玙|璵)
璸	(瑸|璸)
璽	(壐|玺|璽)
璿	(璇|璿)
瓈	(璃|瓈)
瓊	(琼|瓊)
瓏	(珑|瓏)
瓒	(瓚|瓒)
瓔	(璎|瓔)
瓕	(𤦀|瓕)
瓚	(瓒|瓚)
瓟	(匏|瓟)
瓮	(甕|罋|瓮)
瓯	(甌|瓯)
瓶	(甁|缾|瓶)
瓷	(甆|磁|瓷)
甁	(瓶|甁|缾)
甆	(瓷|甆|磁)
甌	(瓯|甌)
甎	(磚|甎|砖)
甕	(瓮|罋|甕)
甖	(罃|罌|甖|罂)
甚	(什|什|甚)
甛	(甜|甛)
甜	(甛|甜)
甞	(嘗|尝|甞)
產	(产|産|產)
産	(產|产|産)
甤	(蕤|甤)
甦	(穌|甦|稣)
甩	(摔|甩)
甪	(角|甪)
甬	(埇|甬)
甯	(寗|甯)
电	(電|电)
町	(圢|町)
画	(畫|画|畵)
甽	(畎|甽)
甾	(菑|災|灾|烖|甾)
甿	(氓|甿)
畄	(留|畱|畄|留)
畅	(暢|昶|畅)
畆	(畝|亩|畆|畒|畮)
畊	(耕|畊|簡|简)
界	(堺|畍|界)
畍	(界|堺|畍)
畎	(甽|畎)
畒	(畝|亩|畆|畒|畮)
留	(畄|畱|留|留)
畝	(亩|畆|畒|畮|畝)
畢	(毕|畢)
略	(畧|略|略)
畧	(略|畧|略)
番	(蹯|番)
畫	(画|畵|畫)
畬	(畭|畲|畬)
畭	(畬|畭|畲)
畮	(畝|亩|畆|畒|畮)
異	(异|異|異)
畱	(畄|留|畱|留)
畲	(畬|畭|畲)
畳	(疊|叠|曡|畳|疉|迭)
畴	(疇|畴)
畵	(畫|画|畵)
當	(当|噹|當)
畺	(將|疆|将|畺|𤕭)
畽	(疃|畽)
疃	(畽|疃)
