疆	(將|畺|将|疆|𤕭)
疇	(畴|疇)
疉	(曡|疊|叠|疉|畳|迭)
疊	(叠|曡|畳|疉|迭|疊)
疋	(匹|疋)
疍	(蛋|旦|疍|蜑)
疎	(疏|疎)
疏	(疎|疏)
疖	(癤|疖)
疗	(療|疗|療)
疟	(瘧|弄|疟|弄)
疠	(癘|疠)
疡	(瘍|疡)
疣	(肬|疣)
疬	(癧|疬)
疭	(瘲|疭)
疮	(瘡|疮)
疯	(瘋|疯)
疱	(皰|疱)
疴	(痾|疴)
疸	(癉|疸|瘅)
疹	(胗|疹)
症	(癥|症)
痈	(癰|痈)
痉	(痙|痉)
痐	(蚘|痐|蛔|蛕|蜖)
痒	(癢|痒)
痖	(瘂|啞|痖|哑|唖)
痙	(痉|痙)
痢	(痢|痢)
痨	(癆|痨)
痩	(瘦|痩)
痪	(瘓|痪)
痫	(癇|痫)
痮	(脹|痮|胀)
痲	(痳|痲)
痳	(痲|痳)
痴	(癡|痴)
痹	(痺|痹)
痺	(痹|痺)
痼	(㽽|痼)
痾	(疴|痾)
瘂	(啞|痖|哑|唖|瘂)
瘅	(癉|疸|瘅)
瘆	(瘮|瘆)
瘉	(愈|癒|愉|瘉)
瘋	(疯|瘋)
瘍	(疡|瘍)
瘓	(痪|瘓)
瘗	(瘞|瘗)
瘘	(瘺|瘘|瘻)
瘞	(瘗|瘞)
瘡	(疮|瘡)
瘦	(痩|瘦)
瘧	(弄|疟|瘧|弄)
瘨	(癲|瘨|癫)
瘪	(癟|瘪)
瘫	(癱|瘫)
瘮	(瘆|瘮)
瘲	(疭|瘲)
瘶	(嗽|瘶)
瘺	(瘘|瘻|瘺)
瘻	(瘺|瘘|瘻)
瘾	(癮|瘾)
瘿	(癭|瘿)
療	(疗|療|療)
癆	(痨|癆)
癇	(痫|癇)
癉	(疸|瘅|癉)
癒	(愈|瘉|愉|癒)
癘	(疠|癘)
癛	(癝|癛)
癝	(癛|癝)
癞	(癩|癞|癩)
癟	(瘪|癟)
癡	(痴|癡)
癢	(痒|癢)
癣	(癬|癣)
癤	(疖|癤)
癥	(症|癥)
癧	(疬|癧)
癨	(霍|癨)
癩	(癞|癩|癩)
癫	(癲|瘨|癫)
癬	(癣|癬)
癭	(瘿|癭)
癮	(瘾|癮)
癯	(臞|癯)
癰	(痈|癰)
癱	(瘫|癱)
癲	(瘨|癫|癲)
発	(發|发|彂|発|髮|髪)
登	(豋|登)
發	(发|彂|発|發|髮|髪)
百	(佰|百)
皁	(皂|皁)
皂	(皁|皂)
皃	(貌|貎|皃)
皈	(歸|帰|归|皈)
皋	(皐|睾|臯|皋|𦤎)
皎	(㿟|皦|皎)
皐	(皋|皐|睾|臯|𦤎)
皑	(皚|皑)
皓	(皝|顥|皓|颢)
皚	(皑|皚)
皜	(暠|皜|𣉞)
皝	(皓|顥|皝|颢)
皞	(皡|皥|皞)
皟	(𤾀|皟)
皡	(皞|皥|皡)
皥	(皞|皡|皥)
皦	(㿟|皎|皦)
皰	(疱|皰)
皱	(皺|皱|縐|绉)
皲	(皸|皲)
皷	(鼓|鼔|皷|皼)
皸	(皲|皸)
皺	(皱|縐|皺|绉)
皼	(鼓|皷|皼|鼔)
盃	(杯|桮|盃)
盅	(沖|冲|盅|衝|𧘂)
盇	(盍|盇)
益	(益|益)
盌	(椀|碗|盌)
盍	(盇|盍)
盏	(盞|盏)
盐	(鹽|䀋|塩|盐|𥂁)
监	(監|监)
盖	(葢|蓋|盖)
盗	(盜|盗)
盘	(盤|盘)
盙	(簠|盙)
盜	(盗|盜)
盞	(盏|盞)
盡	(尽|儘|盡|侭)
監	(监|監)
盤	(盘|盤)
盧	(卢|盧|盧)
盩	(盭|盩)
盪	(荡|蕩|蘯|逿|𨌩|盪|偒)
盭	(盩|盭)
省	(省|省)
眇	(緲|眇|缈)
眈	(躭|眈|耽)
眍	(瞘|眍)
眎	(視|眎|视)
眘	(愼|慎|昚|眘)
眙	(瞪|眙|瞠)
眞	(真|眞)
真	(眞|真)
眠	(緡|眠|缗)
眥	(眦|眥)
眦	(眥|眦)
眬	(矓|朧|眬|胧)
眾	(众|衆|𠂝|眾)
着	(著|着|螫)
睁	(睜|睁)
睍	(𪾢|睍)
睏	(困|睏)
睐	(睞|睐)
睑	(瞼|睑)
睜	(睁|睜)
睞	(睐|睞)
睫	(䀹|睫|𥅴)
睹	(覩|睹)
睾	(皋|皐|睾|臯|𦤎)
睿	(叡|睿)
瞅	(矁|𬑡|瞅)
瞆	(瞶|瞆)
瞍	(𥈟|瞍)
瞒	(瞞|瞒)
瞘	(眍|瞘)
瞜	(䁖|瞜)
瞞	(瞒|瞞)
瞠	(瞪|眙|瞠)
瞤	(𥆧|瞤)
瞥	(苤|瞥)
瞩	(矚|瞩)
瞪	(眙|瞠|瞪)
瞬	(䀢|瞬)
瞭	(了|暸|瞭|了)
瞯	(瞷|瞯)
瞰	(矙|瞰)
瞶	(瞆|瞶)
瞷	(瞯|瞷)
瞹	(曖|暧|瞹)
瞼	(睑|瞼)
瞿	(䀠|瞿)
矁	(瞅|𬑡|矁)
矇	(朦|蒙|矇|懞|苎|苧|薴)
矈	(矏|矈)
矋	(矖|矋)
矏	(矈|矏)
矓	(朧|眬|矓|胧)
矖	(矋|矖)
矙	(瞰|矙)
矚	(瞩|矚)
矢	(笶|矢)
矧	(訠|矧)
矩	(榘|矩)
矫	(矯|矫)
矮	(躷|矮)
矯	(矫|矯)
矰	(蹭|矰)
石	(𥐘|石)
矶	(磯|矶)
矾	(礬|矾)
矿	(礦|矿|砿|鉱|鑛)
砀	(碭|砀)
码	(碼|码)
砅	(濿|砅)
砇	(珉|䃉|玟|砇|玫)
砌	(纖|砌|繊|纎|纤|縴)
砒	(磇|砒)
研	(揅|硎|研)
砕	(碎|砕)
砖	(磚|甎|砖)
砗	(硨|砗)
砚	(硯|砚)
砜	(碸|砜)
砠	(岨|砠)
砣	(鉈|𥓿|砣|铊)
砥	(厎|砥)
砦	(寨|砦)
砧	(碪|砧)
砲	(炮|礮|炰|砲|礟)
砺	(礪|砺|礪)
砻	(礱|砻|𤮨)
砾	(礫|砾)
砿	(礦|矿|砿|鉱|鑛)
础	(礎|础)
硁	(硜|䃘|硁|踁)
硎	(研|揅|硎)
硕	(碩|硕)
硖	(硤|唊|硖)
硗	(磽|墝|硗)
硙	(磑|硙)
硚	(礄|硚)
硜	(䃘|硁|踁|硜)
硤	(唊|硖|硤)
硨	(砗|硨)
硫	(硫|硫)
硬	(峺|應|硬|应|応)
硭	(𥐞|硭)
确	(確|确)
硯	(砚|硯)
硵	(磠|硵)
硷	(礆|鹼|硷|險|堿|碱|鹸|鹻|险|険)
碁	(棊|棋|碁)
碌	(碌|碌)
碍	(㝵|礙|碍)
碎	(砕|碎)
碔	(珷|碔)
碕	(崎|埼|嵜|碕)
碗	(椀|盌|碗)
碙	(𥐻|碙)
碛	(磧|碛)
碜	(磣|碜)
碥	(扁|碥|艑)
碩	(硕|碩)
碪	(砧|碪)
碭	(砀|碭)
碯	(瑙|碯)
碰	(掽|碰)
碱	(鹻|鹼|堿|碱|硷|鹸|礆|險|险|険)
碸	(砜|碸)
確	(确|確)
碼	(码|碼)
碽	(䂵|碽)
磁	(瓷|甆|磁)
磆	(滑|磆|滑)
磇	(砒|磇)
磊	(磥|磊|磊)
磌	(𧰊|磌)
磑	(硙|磑)
磒	(隕|殒|殞|磒|陨)
磚	(甎|砖|磚)
磛	(嶃|磛)
磠	(硵|磠)
磡	(墈|磡)
磣	(碜|磣)
磥	(磊|磥|磊)
磧	(碛|磧)
磪	(崔|磪)
磯	(矶|磯)
磴	(嶝|磴)
磵	(澗|涧|磵)
磻	(磻|磻)
磽	(墝|硗|磽)
礄	(硚|礄)
礆	(硷|險|礆|鹼|险|険|堿|碱|鹸|鹻)
礎	(础|礎)
礒	(𥐟|礒)
礙	(㝵|碍|礙)
礟	(礮|炮|砲|礟|炰)
礡	(礴|礡)
礦	(矿|砿|鉱|鑛|礦)
礪	(砺|礪|礪)
礫	(砾|礫)
礬	(矾|礬)
礮	(炮|砲|礟|炰|礮)
礱	(砻|𤮨|礱)
礴	(礡|礴)
礶	(罐|礶|缶|鑵|缻)
示	(礻|示)
礻	(示|礻)
礼	(禮|礼|礼|禮)
礿	(禴|礿)
祃	(禡|祃)
祇	(只|子|止|祇|祗|隻)
祎	(禕|祎)
祐	(佑|祐)
祕	(秘|祕)
祗	(只|子|止|祇|祗|隻)
祘	(算|祘|筭)
神	(神|神)
祢	(你|妳|您|禰|袮|伱|伲|祢|奶|嬭)
祥	(祥|祥)
祯	(禎|祯)
祷	(禱|祷|禂)
祸	(禍|祸)
祺	(禥|祺)
祿	(禄|祿|祿)
禀	(稟|廩|廪|禀)
禂	(禱|祷|禂)
禄	(祿|禄|祿)
禅	(禪|禅)
禍	(祸|禍)
禎	(祯|禎)
福	(福|福)
禕	(祎|禕)
禡	(祃|禡)
禥	(祺|禥)
禦	(御|禦|馭|雨|驭)
禪	(禅|禪)
禮	(礼|禮|礼|禮)
禰	(祢|你|妳|您|禰|袮|伱|伲|奶|嬭)
禱	(祷|禂|禱)
禴	(礿|禴)
离	(離|离|離)
禿	(秃|禿)
私	(厶|某|私)
秃	(禿|秃)
秄	(耔|秄)
秆	(稈|秆)
秇	(埶|蓺|藝|秇|兿|艺|芸|蕓)
秈	(籼|秈)
秉	(拼|摒|秉|屏|屛)
秊	(秊|年|秊|年)
秋	(䆋|秌|穐|龝|秋)
秌	(秋|䆋|秌|穐|龝)
种	(種|种)
秏	(耗|秏)
秐	(耘|秐)
秔	(稉|粳|秔)
秕	(粃|秕)
秘	(祕|秘)
秤	(稱|偁|秤|称|穪)
积	(積|积)
称	(稱|偁|秤|称|穪)
秸	(稭|秸)
移	(迻|移)
秽	(穢|秽)
秾	(穠|秾)
稀	(希|稀)
稅	(税|稅)
稆	(穭|稆|穞)
稈	(秆|稈)
稉	(秔|粳|稉)
稊	(䄺|稊)
税	(稅|税)
稏	(䅉|稏)
稘	(朞|期|稘|逞)
稚	(䕌|稺|穉|稚)
稜	(棱|楞|稜|稜)
稟	(廩|廪|禀|稟)
稣	(穌|甦|稣)
稬	(糯|稬|穤|粫|𥻟)
稭	(秸|稭)
種	(种|種)
稱	(偁|秤|称|穪|稱)
稲	(稻|稲)
稳	(穩|㒚|文|稳)
稺	(稚|䕌|稺|穉)
稻	(稲|稻)
稽	(乩|稽)
稾	(稿|槀|稾)
稿	(槀|稾|稿)
穀	(糓|谷|穀)
穂	(穗|穂)
穅	(糠|穅)
穉	(稚|䕌|稺|穉)
穌	(甦|稣|穌)
積	(积|積)
穎	(署|頴|颖|穎|颕)
穐	(秋|䆋|秌|穐|龝)
穑	(穡|穑)
穗	(穂|穗)
穞	(穭|稆|穞)
穠	(秾|穠)
穡	(穑|穡)
穢	(秽|穢)
穣	(穰|穣)
穤	(糯|稬|穤|粫|𥻟)
穨	(𬓼|穨)
穩	(㒚|文|稳|穩)
穪	(偁|稱|穪|秤|称)
穫	(檴|获|穫|獲)
穭	(稆|穞|穭)
穰	(穣|穰)
穷	(窮|穷|竆)
穽	(阱|汫|穽)
窃	(竊|窃)
窌	(窖|窌)
窍	(竅|窍)
窎	(窵|窎)
窑	(窯|窑|窰)
窓	(䆫|牕|窗|窻|窓)
窕	(阿|啊|窕)
窖	(窌|窖)
窗	(䆫|牕|窓|窻|窗)
窜	(竄|窜)
窝	(窩|窝)
窥	(窺|窥)
窦	(竇|窦)
窩	(窝|窩)
窪	(洼|窪)
窭	(窶|寠|窭)
窮	(穷|竆|窮)
窯	(窑|窰|窯)
窰	(窯|窑|窰)
窴	(塡|填|窴)
窵	(窎|窵)
窶	(寠|窭|窶)
窺	(窥|窺)
窻	(牕|窓|窗|窻|䆫)
竃	(灶|竃|竈)
竄	(窜|竄)
竅	(窍|竅)
竆	(窮|穷|竆)
竇	(窦|竇)
竈	(灶|竃|竈)
竉	(䆔|𥥅|竉)
竊	(窃|竊)
立	(立|立)
竒	(奇|竒)
竖	(豎|竖|竪)
竚	(佇|伫|竚)
竜	(龍|尨|竜|龒|龙|龍|狵)
竝	(並|并|幷|竝|併|倂|𠊧)
竞	(競|竞|竸|誩)
竢	(俟|竢)
竪	(豎|竖|竪)
競	(竞|竸|誩|競)
竸	(競|竞|竸|誩)
竻	(簕|𥵚|竻)
竾	(篪|竾|箎)
竿	(𣔼|竿)
笃	(篤|笃)
笆	(巴|笆|芭)
笋	(筍|笋)
笑	(咲|笑)
笓	(篦|笓)
笔	(筆|笔)
笕	(筧|笕)
笛	(篴|笛)
笠	(笠|笠)
笨	(㤒|笨)
笶	(矢|笶)
笺	(箋|牋|笺)
笻	(筇|笻)
笼	(籠|笼|篭|籠)
笾	(籩|笾)
筆	(笔|筆)
筇	(笻|筇)
等	(朩|等)
筋	(觔|斤|筋)
筍	(笋|筍)
筏	(栰|筏)
筐	(筺|筐)
筑	(築|筑)
答	(荅|答)
策	(筞|策)
筚	(篳|筚)
筛	(篩|筛|簁|簛)
筜	(簹|筜)
筝	(箏|筝)
筞	(策|筞)
筦	(管|筦)
筧	(笕|筧)
筭	(算|祘|筭)
筯	(箸|筯)
筱	(篠|筱|筿)
筴	(䇲|筴)
筹	(籌|筹)
筺	(筐|筺)
筼	(篔|筼)
签	(簽|籤|签|籖)
筿	(篠|筱|筿)
简	(簡|简|耕|畊)
箇	(个|個|箇)
箋	(牋|笺|箋)
箍	(箛|箍)
箎	(篪|竾|箎)
箏	(筝|箏)
箒	(帚|箒|菷)
箓	(籙|箓)
箔	(泡|箔)
箖	(籃|箖|篮)
算	(祘|筭|算)
箚	(剳|札|劄|箚)
箛	(箍|箛)
箝	(鉗|钳|箝|鉆|鑽|鑚|钻)
箠	(捶|搥|箠)
管	(筦|管)
箦	(簀|箦)
箧	(篋|匧|箧)
箨	(籜|箨)
箩	(籮|箩)
箪	(簞|箪)
箫	(簫|燒|箫|箾|簘|烧|焼)
箬	(篛|箬)
箳	(簈|箳)
箴	(針|鍼|箴|针)
箸	(筯|箸)
箾	(簫|燒|箫|箾|簘|烧|焼)
節	(卩|罇|节|㔾|節|部|墫|樽)
範	(范|範)
築	(筑|築)
篋	(匧|箧|篋)
篑	(簣|篑|籄|蕢|蒉)
篓	(簍|篓)
篔	(筼|篔)
篘	(𥬠|篘)
篛	(箬|篛)
篠	(筱|筿|篠)
篡	(簒|篡)
篢	(槓|杠|篢)
篤	(笃|篤)
篦	(笓|篦)
篩	(筛|簁|簛|篩)
篪	(竾|箎|篪)
篭	(籠|笼|篭|籠)
篮	(籃|箖|篮)
篯	(籛|篯)
篱	(籬|篱)
篲	(彗|篲)
篳	(筚|篳)
篴	(笛|篴)
篺	(棑|篺)
簀	(箦|簀)
簁	(篩|簛|筛|簁)
簈	(箳|簈)
簌	(雝|廱|簌|𪪝|邕|雍)
簍	(篓|簍)
簑	(簔|蓑|簑)
簒	(篡|簒)
簔	(簑|簔|蓑)
簕	(竻|簕|𥵚)
簖	(籪|簖)
簘	(簫|燒|箫|箾|簘|烧|焼)
簛	(篩|簁|筛|簛)
簞	(箪|簞)
簠	(盙|簠)
簡	(简|耕|簡|畊)
簣	(篑|籄|蕢|簣|蒉)
簨	(栒|簨)
簫	(燒|箫|箾|簘|烧|焼|簫)
簷	(檐|簷)
簹	(筜|簹)
簻	(檛|簻)
簽	(签|簽|籤|籖)
簾	(帘|簾|𢅏|𢅖|簾|㡘)
籁	(籟|籁)
籃	(箖|篮|籃)
籄	(簣|蕢|篑|籄|蒉)
籋	(𥬞|籋)
籌	(筹|籌)
籐	(籘|藤|籐)
籑	(䉵|饌|籑|馔)
籔	(䉤|藪|籔|薮)
籖	(籤|签|籖|簽)
籘	(籐|籘|藤)
籙	(箓|籙)
籛	(篯|籛)
籜	(箨|籜)
籟	(籁|籟)
籠	(笼|篭|籠|籠)
籤	(签|籖|簽|籤)
籥	(龠|籥)
籩	(笾|籩)
籪	(簖|籪)
籬	(篱|籬)
籮	(箩|籮)
籲	(吁|龥|籲)
籴	(糴|籴)
类	(類|类|類|𩔗)
籼	(秈|籼)
粃	(秕|粃)
粋	(粹|粋)
粒	(粒|粒)
粗	(觕|麁|麄|麤|粗)
粘	(黏|粘)
粛	(肅|粛|肃)
粜	(糶|條|粜|条)
粝	(糲|粝)
粤	(粵|粤)
粥	(鬻|粥)
粦	(㷠|燐|粦|燐)
粧	(妝|妆|粧)
粪	(糞|粪)
粫	(糯|稬|穤|粫|𥻟)
粮	(糧|粮|糧)
粳	(秔|稉|粳)
粵	(粤|粵)
粹	(粋|粹)
粽	(糉|糭|粽)
精	(精|精)
糁	(糝|糁)
糇	(餱|糇)
糉	(粽|糭|糉)
糊	(胡|楜|糊|葫|蝴|衚|鬍)
糓	(穀|糓|谷)
糕	(餻|糕)
糖	(餹|糖|糖)
糙	(㿷|糙)
糝	(糁|糝)
糞	(粪|糞)
糟	(醩|糟)
糠	(穅|糠)
糡	(糨|糡)
糤	(饊|馓|糤)
糧	(粮|糧|糧)
糨	(糡|糨)
糭	(粽|糉|糭)
糯	(稬|穤|粫|𥻟|糯)
糰	(䊜|糰)
糲	(粝|糲)
糴	(籴|糴)
糶	(條|粜|条|糶)
糸	(糹|絲|糸|纟|丝)
糹	(糸|纟|糹|絲|丝)
糺	(糾|糺|纠)
系	(係|繫|系|繋)
糾	(糺|纠|糾)
紀	(纪|紀)
紂	(纣|紂)
約	(约|約)
紅	(红|紅)
紆	(纡|紆)
紇	(纥|紇)
紈	(纨|紈)
紉	(纫|紉)
紋	(纹|紋)
納	(纳|納)
紐	(纽|紐|紐)
紓	(纾|紓)
純	(纯|純)
紕	(纰|紕)
紖	(纼|紖)
紗	(纱|紗)
紘	(纮|紘)
紙	(帋|纸|紙)
級	(级|𨸚|級)
紛	(纷|紛)
紜	(纭|紜)
紝	(纴|紝)
紟	(衿|紟|襟)
紡	(纺|紡)
索	(索|索)
紥	(紮|扎|紥)
紧	(緊|紧|𦂳)
紬	(䌷|綢|紬|绸)
紮	(扎|紥|紮)
累	(纍|累|累)
細	(细|細)
紱	(绂|紱)
紲	(絏|緤|绁|紲)
紳	(绅|紳)
紵	(纻|紵)
紹	(佋|绍|紹)
紺	(绀|紺)
紼	(绋|紼)
紿	(绐|紿)
絀	(绌|絀)
終	(终|終)
絃	(弦|絃)
組	(组|組)
絅	(䌹|褧|絅)
絆	(绊|絆)
絋	(纊|絋|絖|纩)
経	(經|経|经|𦀇)
絎	(绗|絎)
絏	(紲|絏|緤|绁)
結	(揭|结|掲|結)
絕	(絶|绝|絕)
絖	(纊|絋|絖|纩)
絚	(緪|縆|絚)
絛	(縚|绦|絛)
絝	(绔|袴|褲|絝|綯|裤|绹)
絞	(绞|絞)
絡	(络|絡)
絢	(绚|絢)
絣	(背|絣)
絥	(鞴|絥)
給	(给|給)
絨	(绒|絨)
絪	(氤|絪)
絰	(绖|絰)
統	(綂|统|統)
絲	(丝|糸|纟|絲|糹)
絳	(绛|絳)
絵	(繪|絵|繢|绘|缋)
絶	(絕|絶|绝)
絷	(縶|絷)
絹	(绢|絹)
絺	(𫄨|絺)
綀	(𦈌|綀)
綁	(绑|綁)
綂	(統|綂|统)
綃	(绡|綃)
綆	(绠|綆)
綇	(𦈋|綇)
綈	(绨|綈)
綉	(繡|綉|繍|绣)
綌	(绤|綌)
綏	(绥|綏)
綐	(䌼|綐)
綑	(捆|綑)
經	(経|经|𦀇|經)
継	(繼|継|继)
続	(續|続|续)
綜	(综|綜)
綝	(𬘭|綝)
綞	(缍|綞)
綠	(氯|緑|绿|綠|綠)
綢	(紬|绸|䌷|綢)
綣	(绻|綣)
綫	(線|綫|线|缐)
綬	(绶|綬)
維	(维|維)
綯	(绹|褲|綯|絝|绔|袴|裤)
綰	(绾|綰)
綱	(纲|綱)
網	(网|㓁|網|罔)
綳	(繃|綳|绷)
綴	(缀|綴)
綵	(䌽|綵)
綸	(纶|綸)
綹	(绺|綹)
綺	(绮|綺)
綻	(䘺|绽|綻)
綽	(绰|綽)
綾	(绫|綾|綾)
綿	(緜|绵|綿)
緄	(绲|緄)
緇	(缁|緇)
緊	(紧|𦂳|緊)
緋	(绯|緋)
緍	(𦈏|緍)
総	(總|总|捴|搃|摠|総|縂|𢰾)
緐	(繁|緐)
緑	(綠|氯|緑|绿|綠)
緒	(緖|绪|緒)
緓	(绬|緓)
緔	(绱|緔|鞝)
緖	(緒|緖|绪)
緗	(缃|緗)
緘	(缄|緘)
緙	(缂|緙)
線	(綫|线|缐|線)
緜	(綿|緜|绵)
緝	(缉|緝)
緞	(缎|緞)
締	(缔|締)
緡	(眠|缗|緡)
緣	(縁|缘|緣)
緤	(紲|絏|緤|绁)
緥	(褓|緥|褴|襤|繿|襤|䍀)
緦	(缌|緦)
編	(编|編)
緩	(缓|緩)
緪	(絚|縆|緪)
緬	(缅|緬)
緯	(纬|緯)
緰	(𦈕|緰)
緱	(缑|緱)
緲	(眇|缈|緲)
練	(练|練|練)
緶	(缏|緶)
緷	(𦈉|緷)
緸	(𦈑|緸)
緹	(缇|緹)
緻	(致|緻)
緼	(縕|緼|缊|韞|韫)
縁	(緣|縁|缘)
縂	(總|总|捴|搃|摠|総|縂|𢰾)
縄	(繩|䋲|縄|绳)
縆	(絚|緪|縆)
縈	(萦|縈)
縉	(缙|縉)
縊	(缢|縊)
縋	(缒|縋)
縎	(𦈔|縎)
縐	(皺|绉|皱|縐)
縑	(缣|縑)
縕	(緼|缊|韞|縕|韫)
縗	(缞|縗)
縚	(絛|縚|绦)
縛	(缚|縛)
縝	(缜|縝)
縞	(缟|縞)
縟	(溽|缛|縟)
縣	(县|縣)
縦	(縱|縦|纵)
縫	(缝|縫)
縬	(𦈚|縬)
縭	(缡|褵|縭)
縮	(缩|縮)
縯	(䌥|縯|𦈠)
縱	(縦|纵|縱)
縲	(缧|縲)
縳	(䌸|縳)
縴	(纤|縴|纖|砌|繊|纎)
縵	(缦|縵)
縶	(絷|縶)
縷	(缕|縷|縷)
縹	(缥|縹)
縺	(𦈐|縺)
總	(总|捴|搃|摠|総|縂|𢰾|總)
績	(绩|績)
繁	(緐|繁)
繃	(綳|绷|繃)
繅	(繰|缫|繅|缲)
繆	(缪|繆)
繈	(繦|襁|繈)
繊	(纖|砌|繊|纎|纤|縴)
繋	(繫|系|繋|係)
繍	(繡|綉|繍|绣)
繏	(𦈝|繏)
繒	(缯|繒)
繓	(𦈛|繓)
織	(织|織)
繕	(缮|繕)
繖	(傘|伞|繖)
繙	(翻|繙|飜)
繚	(缭|繚)
繞	(绕|遶|繞)
繟	(𦈎|繟)
繡	(綉|繍|绣|繡)
繢	(繪|缋|絵|繢|绘)
繦	(繈|襁|繦)
繩	(䋲|縄|绳|繩)
繪	(絵|繢|绘|缋|繪)
繫	(系|繋|係|繫)
繭	(茧|繭)
繮	(缰|韁|繮)
繯	(缳|繯)
繰	(繅|缲|繰|缫)
繲	(挫|繲)
繳	(缴|繳)
繸	(䍁|繸)
繹	(绎|繹)
繻	(𦈡|繻)
繼	(継|继|繼)
繽	(缤|繽)
繾	(缱|繾)
繿	(䍀|襤|繿|褴|襤|褓|緥)
纁	(𫄸|纁)
纂	(臇|𤎱|纂)
纇	(颣|纇)
纈	(缬|纈)
纉	(纘|纉|缵)
纊	(絋|絖|纩|纊)
續	(続|续|續)
纍	(累|纍|累)
纎	(纖|砌|繊|纎|纤|縴)
纏	(纒|缠|纏)
纒	(纏|纒|缠)
纓	(缨|纓)
纔	(才|纔|財|㒲|财)
纖	(砌|繊|纎|纤|纖|縴)
纘	(纉|缵|纘)
纜	(䌫|缆|纜)
纟	(糹|絲|糸|纟|丝)
纠	(糾|糺|纠)
纡	(紆|纡)
红	(紅|红)
纣	(紂|纣)
纤	(縴|纖|纤|砌|繊|纎)
纥	(紇|纥)
约	(約|约)
级	(級|级|𨸚)
纨	(紈|纨)
纩	(纊|絋|絖|纩)
纪	(紀|纪)
纫	(紉|纫)
纬	(緯|纬)
纭	(紜|纭)
纮	(紘|纮)
纯	(純|纯)
纰	(紕|纰)
纱	(紗|纱)
纲	(綱|纲)
纳	(納|纳)
纴	(紝|纴)
纵	(縱|縦|纵)
纶	(綸|纶)
纷	(紛|纷)
纸	(紙|帋|纸)
纹	(紋|纹)
纺	(紡|纺)
纻	(紵|纻)
纼	(紖|纼)
纽	(紐|纽|紐)
纾	(紓|纾)
线	(線|綫|线|缐)
绀	(紺|绀)
绁	(紲|絏|緤|绁)
绂	(紱|绂)
练	(練|练|練)
组	(組|组)
绅	(紳|绅)
细	(細|细)
织	(織|织)
终	(終|终)
绉	(縐|皺|绉|皱)
绊	(絆|绊)
绋	(紼|绋)
绌	(絀|绌)
绍	(紹|佋|绍)
绎	(繹|绎)
经	(經|経|经|𦀇)
绐	(紿|绐)
绑	(綁|绑)
绒	(絨|绒)
结	(結|揭|结|掲)
绔	(絝|褲|绔|袴|綯|裤|绹)
绕	(繞|绕|遶)
绖	(絰|绖)
绗	(絎|绗)
绘	(繪|絵|繢|绘|缋)
给	(給|给)
绚	(絢|绚)
绛	(絳|绛)
络	(絡|络)
绝	(絕|絶|绝)
绞	(絞|绞)
统	(統|綂|统)
绠	(綆|绠)
绡	(綃|绡)
绢	(絹|绢)
绣	(繡|綉|繍|绣)
绤	(綌|绤)
绥	(綏|绥)
绦	(絛|縚|绦)
继	(繼|継|继)
绨	(綈|绨)
绩	(績|绩)
绪	(緒|緖|绪)
绫	(綾|绫|綾)
绬	(緓|绬)
续	(續|続|续)
绮	(綺|绮)
绯	(緋|绯)
绰	(綽|绰)
绱	(緔|鞝|绱)
绲	(緄|绲)
绳	(繩|䋲|縄|绳)
维	(維|维)
绵	(綿|緜|绵)
绶	(綬|绶)
绷	(繃|綳|绷)
绸	(綢|紬|绸|䌷)
绹	(綯|绹|褲|絝|绔|袴|裤)
绺	(綹|绺)
绻	(綣|绻)
综	(綜|综)
绽	(綻|䘺|绽)
绾	(綰|绾)
绿	(綠|氯|緑|绿|綠)
缀	(綴|缀)
缁	(緇|缁)
缂	(緙|缂)
缃	(緗|缃)
缄	(緘|缄)
缅	(緬|缅)
缆	(纜|䌫|缆)
缇	(緹|缇)
缈	(緲|眇|缈)
缉	(緝|缉)
缊	(縕|緼|缊|韞|韫)
缋	(繢|繪|缋|絵|绘)
缌	(緦|缌)
缍	(綞|缍)
缎	(緞|缎)
缏	(緶|缏)
缐	(線|綫|线|缐)
缑	(緱|缑)
缒	(縋|缒)
缓	(緩|缓)
缔	(締|缔)
缕	(縷|缕|縷)
编	(編|编)
缗	(緡|眠|缗)
缘	(緣|縁|缘)
缙	(縉|缙)
缚	(縛|缚)
缛	(縟|溽|缛)
缜	(縝|缜)
缝	(縫|缝)
缞	(縗|缞)
缟	(縞|缟)
缠	(纏|纒|缠)
缡	(縭|缡|褵)
缢	(縊|缢)
缣	(縑|缣)
缤	(繽|缤)
缥	(縹|缥)
缦	(縵|缦)
缧	(縲|缧)
缨	(纓|缨)
缩	(縮|缩)
缪	(繆|缪)
缫	(繅|繰|缫|缲)
缬	(纈|缬)
缭	(繚|缭)
缮	(繕|缮)
缯	(繒|缯)
缰	(繮|韁|缰)
缱	(繾|缱)
缲	(繰|繅|缲|缫)
缳	(繯|缳)
缴	(繳|缴)
缵	(纘|纉|缵)
缶	(缻|罐|缶|礶|鑵)
缷	(卸|缷)
缸	(堈|罁|缸)
缺	(欠|歉|缺)
缻	(缶|缻|罐|礶|鑵)
缽	(鉢|钵|缽)
缾	(瓶|甁|缾)
罁	(堈|缸|罁)
罂	(罌|甖|罂|罃)
罃	(甖|罌|罃|罂)
罅	(𨻲|罅)
罇	(墫|樽|節|罇|卩|节|㔾|部)
罈	(坛|墰|壜|壇|罈|傁|叟|叜)
